name,x,y,z
1000103,99667.0,113448.0,6000.0
1000104,110267.0,114848.0,6000.0
1000105,110267.0,113648.0,6000.0
1000106,108217.0,114848.0,6000.0
1000107,108217.0,113648.0,6000.0
1000108,111267.0,113648.0,6000.0
1000109,107467.0,113648.0,6000.0
1000110,109717.0,98548.0,6000.0
1000111,101067.0,99593.0,6000.0
1000112,104867.0,99593.0,6000.0
1000113,107967.0,107098.0,6000.0
1000114,101067.0,106298.0,6000.0
1000115,104867.0,106298.0,6000.0
1000116,100067.0,110448.0,6000.0
1000117,104867.0,109893.0,6000.0
1000118,98067.0,110448.0,6000.0
1000119,111267.0,110198.0,6000.0
1000120,101067.0,98548.0,6000.0
1000121,104867.0,98548.0,6000.0
1000122,107467.0,98548.0,6000.0
1000123,101067.0,101548.0,6000.0
1000124,104867.0,101548.0,6000.0
1000125,107467.0,101048.0,6000.0
1000126,107467.0,101548.0,6000.0
1000127,101067.0,104348.0,6000.0
1000128,104867.0,104348.0,6000.0
1000129,107467.0,104348.0,6000.0
1000130,110367.0,101048.0,6000.0
1000131,110367.0,107148.0,6000.0
1000132,111267.0,101048.0,6000.0
1000133,101067.0,107148.0,6000.0
1000134,107467.0,107123.0,6000.0
1000135,104867.0,107148.0,6000.0
1000136,98067.0,107148.0,6000.0
1000137,111267.0,107148.0,6000.0
1000138,104867.0,108798.0,6000.0
1000139,111267.0,108748.0,6000.0
1000140,104867.0,111848.0,6000.0
1000141,107467.0,108798.0,6000.0
1000142,107467.0,111848.0,6000.0
1000143,98067.0,113448.0,6000.0
1000144,101067.0,110448.0,6000.0
1000145,101067.0,113448.0,6000.0
1000146,98067.0,114848.0,6000.0
1000147,107467.0,114848.0,6000.0
1000148,101067.0,114848.0,6000.0
1000149,104867.0,114848.0,6000.0
1000150,107467.0,106298.0,6000.0
1000151,98067.0,101548.0,6000.0
1000152,98067.0,104348.0,6000.0
1000153,107467.0,109893.0,6000.0
1000154,104867.0,113648.0,6000.0
1000155,98067.0,101048.0,6000.0
1000156,98067.0,98548.0,6000.0
1000157,60347.0,98548.0,6000.0
1000158,60347.0,114848.0,6000.0
1000159,63747.0,114848.0,6000.0
1000160,56347.0,114848.0,6000.0
1000161,56347.0,98548.0,6000.0
1000162,63747.0,98548.0,6000.0
1000163,30067.0,126298.0,6000.0
1000164,30067.0,87098.0,6000.0
1000165,16867.0,87098.0,6000.0
1000166,16867.0,126298.0,6000.0
1000167,16867.0,106698.0,6000.0
1000168,16867.0,114848.0,6000.0
1000169,16867.0,98548.0,6000.0
1000170,111267.0,87098.0,6000.0
1000171,111267.0,126298.0,6000.0
1000172,111267.0,106698.0,6000.0
1000173,98067.0,126298.0,6000.0
1000174,98067.0,87098.0,6000.0
